antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str,rule
"frozenset({'Cheese Shawarma', 'Double Smash Burger'})",frozenset({'Cheesecake Slice'}),0.002,0.0575,0.001,0.5,8.695652173913043,1.0,0.000885,1.885,0.8867735470941884,0.017094017094017092,0.46949602122015915,0.25869565217391305,"Cheese Shawarma, Double Smash Burger",Cheesecake Slice,"Cheese Shawarma, Double Smash Burger → Cheesecake Slice"
"frozenset({'Hot Chocolate', 'Spicy Tuna Roll (8Pcs)'})",frozenset({'Cheesecake Slice'}),0.002,0.0575,0.001,0.5,8.695652173913043,1.0,0.000885,1.885,0.8867735470941884,0.017094017094017092,0.46949602122015915,0.25869565217391305,"Hot Chocolate, Spicy Tuna Roll (8Pcs)",Cheesecake Slice,"Hot Chocolate, Spicy Tuna Roll (8Pcs) → Cheesecake Slice"
"frozenset({'Kunafa', 'Meat Lovers Pizza'})",frozenset({'Grilled Chicken Salad'}),0.0035,0.033,0.001,0.2857142857142857,8.658008658008658,1.0,0.0008845,1.3538,0.8876066231811339,0.02816901408450704,0.26133845472004724,0.158008658008658,"Kunafa, Meat Lovers Pizza",Grilled Chicken Salad,"Kunafa, Meat Lovers Pizza → Grilled Chicken Salad"
"frozenset({'Truffle Burger', 'Four Cheese Pizza'})",frozenset({'Grilled Chicken Salad'}),0.0035,0.033,0.001,0.2857142857142857,8.658008658008658,1.0,0.0008845,1.3538,0.8876066231811339,0.02816901408450704,0.26133845472004724,0.158008658008658,"Truffle Burger, Four Cheese Pizza",Grilled Chicken Salad,"Truffle Burger, Four Cheese Pizza → Grilled Chicken Salad"
"frozenset({'Veggie Garden Burger', 'Waffles & Ice Cream'})",frozenset({'Iced Latte'}),0.002,0.058,0.001,0.5,8.620689655172413,1.0,0.000884,1.884,0.8857715430861723,0.01694915254237288,0.4692144373673036,0.25862068965517243,"Veggie Garden Burger, Waffles & Ice Cream",Iced Latte,"Veggie Garden Burger, Waffles & Ice Cream → Iced Latte"
"frozenset({'Truffle Burger', 'Club Sandwich'})",frozenset({'Iced Latte'}),0.002,0.058,0.001,0.5,8.620689655172413,1.0,0.000884,1.884,0.8857715430861723,0.01694915254237288,0.4692144373673036,0.25862068965517243,"Truffle Burger, Club Sandwich",Iced Latte,"Truffle Burger, Club Sandwich → Iced Latte"
"frozenset({'French Onion Soup', 'Veggie Supreme Pizza'})",frozenset({'Meat Shawarma Wrap'}),0.0025,0.0465,0.001,0.4,8.60215053763441,1.0,0.00088375,1.5891666666666668,0.8859649122807016,0.020833333333333332,0.37073938122705824,0.210752688172043,"French Onion Soup, Veggie Supreme Pizza",Meat Shawarma Wrap,"French Onion Soup, Veggie Supreme Pizza → Meat Shawarma Wrap"
"frozenset({'Tuna Melt', 'Crispy Chicken Burger'})",frozenset({'Kunafa'}),0.0025,0.0465,0.001,0.4,8.60215053763441,1.0,0.00088375,1.5891666666666668,0.8859649122807016,0.020833333333333332,0.37073938122705824,0.210752688172043,"Tuna Melt, Crispy Chicken Burger",Kunafa,"Tuna Melt, Crispy Chicken Burger → Kunafa"
"frozenset({'Crispy Chicken Burger', 'Meat Lovers Pizza'})",frozenset({'Kunafa'}),0.0025,0.0465,0.001,0.4,8.60215053763441,1.0,0.00088375,1.5891666666666668,0.8859649122807016,0.020833333333333332,0.37073938122705824,0.210752688172043,"Crispy Chicken Burger, Meat Lovers Pizza",Kunafa,"Crispy Chicken Burger, Meat Lovers Pizza → Kunafa"
"frozenset({'Mixed Grill Wrap', 'Margherita Pizza'})",frozenset({'Meat Shawarma Wrap'}),0.0025,0.0465,0.001,0.4,8.60215053763441,1.0,0.00088375,1.5891666666666668,0.8859649122807016,0.020833333333333332,0.37073938122705824,0.210752688172043,"Mixed Grill Wrap, Margherita Pizza",Meat Shawarma Wrap,"Mixed Grill Wrap, Margherita Pizza → Meat Shawarma Wrap"
"frozenset({'Caprese Salad', 'Meat Lovers Pizza'})",frozenset({'Kunafa'}),0.0025,0.0465,0.001,0.4,8.60215053763441,1.0,0.00088375,1.5891666666666668,0.8859649122807016,0.020833333333333332,0.37073938122705824,0.210752688172043,"Caprese Salad, Meat Lovers Pizza",Kunafa,"Caprese Salad, Meat Lovers Pizza → Kunafa"
"frozenset({'Egg & Avocado Toast', 'Umm Ali'})",frozenset({'Pepperoni Pizza'}),0.0015,0.0775,0.001,0.6666666666666666,8.602150537634408,1.0,0.00088375,2.7674999999999996,0.8850776164246369,0.01282051282051282,0.6386630532971996,0.33978494623655914,"Egg & Avocado Toast, Umm Ali",Pepperoni Pizza,"Egg & Avocado Toast, Umm Ali → Pepperoni Pizza"
"frozenset({'Kunafa', 'French Onion Soup'})",frozenset({'Pepperoni Pizza'}),0.0015,0.0775,0.001,0.6666666666666666,8.602150537634408,1.0,0.00088375,2.7674999999999996,0.8850776164246369,0.01282051282051282,0.6386630532971996,0.33978494623655914,"Kunafa, French Onion Soup",Pepperoni Pizza,"Kunafa, French Onion Soup → Pepperoni Pizza"
"frozenset({'Club Sandwich', 'Iced Latte'})",frozenset({'Spaghetti Bolognese'}),0.0015,0.0775,0.001,0.6666666666666666,8.602150537634408,1.0,0.00088375,2.7674999999999996,0.8850776164246369,0.01282051282051282,0.6386630532971996,0.33978494623655914,"Club Sandwich, Iced Latte",Spaghetti Bolognese,"Club Sandwich, Iced Latte → Spaghetti Bolognese"
"frozenset({'Fettuccine Alfredo', 'Veggie Supreme Pizza'})",frozenset({'Spaghetti Bolognese'}),0.0015,0.0775,0.001,0.6666666666666666,8.602150537634408,1.0,0.00088375,2.7674999999999996,0.8850776164246369,0.01282051282051282,0.6386630532971996,0.33978494623655914,"Fettuccine Alfredo, Veggie Supreme Pizza",Spaghetti Bolognese,"Fettuccine Alfredo, Veggie Supreme Pizza → Spaghetti Bolognese"
"frozenset({'Lasagna', 'Caesar Salad'})",frozenset({'Spaghetti Bolognese'}),0.0015,0.0775,0.001,0.6666666666666666,8.602150537634408,1.0,0.00088375,2.7674999999999996,0.8850776164246369,0.01282051282051282,0.6386630532971996,0.33978494623655914,"Lasagna, Caesar Salad",Spaghetti Bolognese,"Lasagna, Caesar Salad → Spaghetti Bolognese"
"frozenset({'Caprese Salad', 'Meat Lovers Pizza'})",frozenset({'Lentil Soup'}),0.0025,0.047,0.001,0.4,8.51063829787234,1.0,0.0008825,1.5883333333333334,0.8847117794486214,0.020618556701030927,0.37040923399790143,0.21063829787234042,"Caprese Salad, Meat Lovers Pizza",Lentil Soup,"Caprese Salad, Meat Lovers Pizza → Lentil Soup"
"frozenset({'Veggie Roll (8Pcs)', 'Crispy Chicken Burger'})",frozenset({'Lentil Soup'}),0.0025,0.047,0.001,0.4,8.51063829787234,1.0,0.0008825,1.5883333333333334,0.8847117794486214,0.020618556701030927,0.37040923399790143,0.21063829787234042,"Veggie Roll (8Pcs), Crispy Chicken Burger",Lentil Soup,"Veggie Roll (8Pcs), Crispy Chicken Burger → Lentil Soup"
"frozenset({'Four Cheese Pizza', 'Umm Ali'})",frozenset({'Lentil Soup'}),0.0025,0.047,0.001,0.4,8.51063829787234,1.0,0.0008825,1.5883333333333334,0.8847117794486214,0.020618556701030927,0.37040923399790143,0.21063829787234042,"Four Cheese Pizza, Umm Ali",Lentil Soup,"Four Cheese Pizza, Umm Ali → Lentil Soup"
"frozenset({'Avocado Smoothie', 'Mushroom Cream Soup'})",frozenset({'Cheese Shawarma'}),0.0015,0.0785,0.001,0.6666666666666666,8.492569002123142,1.0,0.00088225,2.7644999999999995,0.8835753630445669,0.012658227848101266,0.6382709350696328,0.33970276008492567,"Avocado Smoothie, Mushroom Cream Soup",Cheese Shawarma,"Avocado Smoothie, Mushroom Cream Soup → Cheese Shawarma"
"frozenset({'Truffle Burger', 'Club Sandwich', 'Spaghetti Bolognese'})",frozenset({'Cheese Shawarma'}),0.0015,0.0785,0.001,0.6666666666666666,8.492569002123142,1.0,0.00088225,2.7644999999999995,0.8835753630445669,0.012658227848101266,0.6382709350696328,0.33970276008492567,"Truffle Burger, Club Sandwich, Spaghetti Bolognese",Cheese Shawarma,"Truffle Burger, Club Sandwich, Spaghetti Bolognese → Cheese Shawarma"
"frozenset({'Cheesecake Slice', 'Double Smash Burger'})",frozenset({'Cheese Shawarma'}),0.0015,0.0785,0.001,0.6666666666666666,8.492569002123142,1.0,0.00088225,2.7644999999999995,0.8835753630445669,0.012658227848101266,0.6382709350696328,0.33970276008492567,"Cheesecake Slice, Double Smash Burger",Cheese Shawarma,"Cheesecake Slice, Double Smash Burger → Cheese Shawarma"
"frozenset({'Margherita Pizza', 'Blt Sandwich'})",frozenset({'Quinoa Power Bowl'}),0.0025,0.0475,0.001,0.4,8.421052631578947,1.0,0.00088125,1.5875000000000001,0.8834586466165413,0.02040816326530612,0.3700787401574803,0.2105263157894737,"Margherita Pizza, Blt Sandwich",Quinoa Power Bowl,"Margherita Pizza, Blt Sandwich → Quinoa Power Bowl"
"frozenset({'Kunafa', 'Crispy Chicken Burger'})",frozenset({'Meat Lovers Pizza'}),0.0025,0.0475,0.001,0.4,8.421052631578947,1.0,0.00088125,1.5875000000000001,0.8834586466165413,0.02040816326530612,0.3700787401574803,0.2105263157894737,"Kunafa, Crispy Chicken Burger",Meat Lovers Pizza,"Kunafa, Crispy Chicken Burger → Meat Lovers Pizza"
"frozenset({'Cheese Shawarma', 'Pasta Carbonara'})",frozenset({'Truffle Mushroom Pizza'}),0.0045,0.0265,0.001,0.22222222222222224,8.385744234800839,1.0,0.00088075,1.251642857142857,0.8847312908086389,0.03333333333333333,0.20105004850767563,0.12997903563941302,"Cheese Shawarma, Pasta Carbonara",Truffle Mushroom Pizza,"Cheese Shawarma, Pasta Carbonara → Truffle Mushroom Pizza"
"frozenset({'Caesar Salad', 'Pasta Carbonara'})",frozenset({'Caprese Salad'}),0.0035,0.0345,0.001,0.2857142857142857,8.281573498964802,1.0,0.00087925,1.3517,0.8823381836427496,0.027027027027027025,0.26019087075534514,0.15734989648033126,"Caesar Salad, Pasta Carbonara",Caprese Salad,"Caesar Salad, Pasta Carbonara → Caprese Salad"
"frozenset({'Kunafa', 'Meat Lovers Pizza'})",frozenset({'Caprese Salad'}),0.0035,0.0345,0.001,0.2857142857142857,8.281573498964802,1.0,0.00087925,1.3517,0.8823381836427496,0.027027027027027025,0.26019087075534514,0.15734989648033126,"Kunafa, Meat Lovers Pizza",Caprese Salad,"Kunafa, Meat Lovers Pizza → Caprese Salad"
"frozenset({'Mushroom Cream Soup', 'Meat Lovers Pizza'})",frozenset({'Crispy Chicken Burger'}),0.0025,0.049,0.001,0.4,8.16326530612245,1.0,0.0008775,1.585,0.8796992481203006,0.019801980198019802,0.3690851735015773,0.21020408163265308,"Mushroom Cream Soup, Meat Lovers Pizza",Crispy Chicken Burger,"Mushroom Cream Soup, Meat Lovers Pizza → Crispy Chicken Burger"
"frozenset({'Tuna Melt', 'Kunafa'})",frozenset({'Crispy Chicken Burger'}),0.0025,0.049,0.001,0.4,8.16326530612245,1.0,0.0008775,1.585,0.8796992481203006,0.019801980198019802,0.3690851735015773,0.21020408163265308,"Tuna Melt, Kunafa",Crispy Chicken Burger,"Tuna Melt, Kunafa → Crispy Chicken Burger"
"frozenset({'Crème Brûlée', 'Club Sandwich'})",frozenset({'Crispy Chicken Burger'}),0.0025,0.049,0.001,0.4,8.16326530612245,1.0,0.0008775,1.585,0.8796992481203006,0.019801980198019802,0.3690851735015773,0.21020408163265308,"Crème Brûlée, Club Sandwich",Crispy Chicken Burger,"Crème Brûlée, Club Sandwich → Crispy Chicken Burger"
"frozenset({'Meat Shawarma Wrap', 'French Onion Soup'})",frozenset({'Grilled Cheese'}),0.004,0.046,0.0015,0.375,8.152173913043478,1.0,0.0013160000000000001,1.5264,0.8808567603748326,0.030927835051546393,0.3448637316561845,0.20380434782608695,"Meat Shawarma Wrap, French Onion Soup",Grilled Cheese,"Meat Shawarma Wrap, French Onion Soup → Grilled Cheese"
"frozenset({'Veggie Garden Burger', 'Kunafa'})",frozenset({'Pasta Carbonara'}),0.002,0.0615,0.001,0.5,8.130081300813009,1.0,0.000877,1.877,0.87875751503006,0.016,0.4672349493873202,0.258130081300813,"Veggie Garden Burger, Kunafa",Pasta Carbonara,"Veggie Garden Burger, Kunafa → Pasta Carbonara"
"frozenset({'Truffle Mushroom Pizza', 'Cheese Shawarma'})",frozenset({'Pasta Carbonara'}),0.002,0.0615,0.001,0.5,8.130081300813009,1.0,0.000877,1.877,0.87875751503006,0.016,0.4672349493873202,0.258130081300813,"Truffle Mushroom Pizza, Cheese Shawarma",Pasta Carbonara,"Truffle Mushroom Pizza, Cheese Shawarma → Pasta Carbonara"
"frozenset({'Hot Chocolate', 'Truffle Mushroom Pizza'})",frozenset({'Pasta Carbonara'}),0.002,0.0615,0.001,0.5,8.130081300813009,1.0,0.000877,1.877,0.87875751503006,0.016,0.4672349493873202,0.258130081300813,"Hot Chocolate, Truffle Mushroom Pizza",Pasta Carbonara,"Hot Chocolate, Truffle Mushroom Pizza → Pasta Carbonara"
"frozenset({'Penne Arrabiata', 'Cheesecake Slice'})",frozenset({'Hot Chocolate'}),0.0035,0.0355,0.001,0.2857142857142857,8.048289738430583,1.0,0.00087575,1.3503,0.8788258906171601,0.026315789473684213,0.25942383174109457,0.15694164989939638,"Penne Arrabiata, Cheesecake Slice",Hot Chocolate,"Penne Arrabiata, Cheesecake Slice → Hot Chocolate"
"frozenset({'Truffle Mushroom Pizza', 'Pasta Carbonara'})",frozenset({'Hot Chocolate'}),0.0035,0.0355,0.001,0.2857142857142857,8.048289738430583,1.0,0.00087575,1.3503,0.8788258906171601,0.026315789473684213,0.25942383174109457,0.15694164989939638,"Truffle Mushroom Pizza, Pasta Carbonara",Hot Chocolate,"Truffle Mushroom Pizza, Pasta Carbonara → Hot Chocolate"
"frozenset({'Meat Shawarma Wrap', 'Grilled Cheese'})",frozenset({'French Onion Soup'}),0.0035,0.0535,0.0015,0.42857142857142855,8.01068090787717,1.0,0.0013127500000000001,1.6563750000000002,0.8782405084462285,0.02702702702702703,0.39627197947324727,0.22830440587449932,"Meat Shawarma Wrap, Grilled Cheese",French Onion Soup,"Meat Shawarma Wrap, Grilled Cheese → French Onion Soup"
"frozenset({'Hawaiian Pizza', 'Blt Sandwich'})",frozenset({'Tiramisu'}),0.004,0.0315,0.001,0.25,7.936507936507937,1.0,0.000874,1.2913333333333334,0.8775100401606426,0.02898550724637681,0.22560660815694372,0.14087301587301587,"Hawaiian Pizza, Blt Sandwich",Tiramisu,"Hawaiian Pizza, Blt Sandwich → Tiramisu"
"frozenset({'Caesar Salad', 'Mixed Grill Wrap'})",frozenset({'Tiramisu'}),0.004,0.0315,0.001,0.25,7.936507936507937,1.0,0.000874,1.2913333333333334,0.8775100401606426,0.02898550724637681,0.22560660815694372,0.14087301587301587,"Caesar Salad, Mixed Grill Wrap",Tiramisu,"Caesar Salad, Mixed Grill Wrap → Tiramisu"
"frozenset({'Lasagna', 'Spaghetti Bolognese'})",frozenset({'Fettuccine Alfredo'}),0.004,0.0315,0.001,0.25,7.936507936507937,1.0,0.000874,1.2913333333333334,0.8775100401606426,0.02898550724637681,0.22560660815694372,0.14087301587301587,"Lasagna, Spaghetti Bolognese",Fettuccine Alfredo,"Lasagna, Spaghetti Bolognese → Fettuccine Alfredo"
"frozenset({'Rainbow Roll (8Pcs)', 'Crème Brûlée'})",frozenset({'Mixed Grill Wrap'}),0.002,0.0635,0.001,0.5,7.874015748031496,1.0,0.0008730000000000001,1.873,0.8747494989979961,0.015503875968992248,0.4660971703150027,0.2578740157480315,"Rainbow Roll (8Pcs), Crème Brûlée",Mixed Grill Wrap,"Rainbow Roll (8Pcs), Crème Brûlée → Mixed Grill Wrap"
"frozenset({'Caprese Salad', 'Truffle Burger'})",frozenset({'Caesar Salad'}),0.002,0.0635,0.001,0.5,7.874015748031496,1.0,0.0008730000000000001,1.873,0.8747494989979961,0.015503875968992248,0.4660971703150027,0.2578740157480315,"Caprese Salad, Truffle Burger",Caesar Salad,"Caprese Salad, Truffle Burger → Caesar Salad"
"frozenset({'Caprese Salad', 'Veggie Roll (8Pcs)'})",frozenset({'Mixed Grill Wrap'}),0.002,0.0635,0.001,0.5,7.874015748031496,1.0,0.0008730000000000001,1.873,0.8747494989979961,0.015503875968992248,0.4660971703150027,0.2578740157480315,"Caprese Salad, Veggie Roll (8Pcs)",Mixed Grill Wrap,"Caprese Salad, Veggie Roll (8Pcs) → Mixed Grill Wrap"
"frozenset({'Dragon Roll (8Pcs)', 'Veggie Supreme Pizza'})",frozenset({'Caesar Salad'}),0.002,0.0635,0.001,0.5,7.874015748031496,1.0,0.0008730000000000001,1.873,0.8747494989979961,0.015503875968992248,0.4660971703150027,0.2578740157480315,"Dragon Roll (8Pcs), Veggie Supreme Pizza",Caesar Salad,"Dragon Roll (8Pcs), Veggie Supreme Pizza → Caesar Salad"
"frozenset({'Mushroom Cream Soup', 'Cheese Shawarma'})",frozenset({'Avocado Smoothie'}),0.0025,0.051,0.001,0.4,7.843137254901961,1.0,0.0008725,1.5816666666666666,0.8746867167919798,0.01904761904761905,0.36775553213909384,0.20980392156862746,"Mushroom Cream Soup, Cheese Shawarma",Avocado Smoothie,"Mushroom Cream Soup, Cheese Shawarma → Avocado Smoothie"
"frozenset({'Bbq Chicken Pizza', 'Margherita Pizza'})",frozenset({'Rainbow Roll (8Pcs)'}),0.002,0.064,0.001,0.5,7.8125,1.0,0.000872,1.8719999999999999,0.8737474949899801,0.015384615384615384,0.4658119658119658,0.2578125,"Bbq Chicken Pizza, Margherita Pizza",Rainbow Roll (8Pcs),"Bbq Chicken Pizza, Margherita Pizza → Rainbow Roll (8Pcs)"
"frozenset({'Seafood Chowder', 'Fresh Orange Juice'})",frozenset({'Rainbow Roll (8Pcs)'}),0.002,0.064,0.001,0.5,7.8125,1.0,0.000872,1.8719999999999999,0.8737474949899801,0.015384615384615384,0.4658119658119658,0.2578125,"Seafood Chowder, Fresh Orange Juice",Rainbow Roll (8Pcs),"Seafood Chowder, Fresh Orange Juice → Rainbow Roll (8Pcs)"
"frozenset({'Crème Brûlée', 'Mixed Grill Wrap'})",frozenset({'Rainbow Roll (8Pcs)'}),0.002,0.064,0.001,0.5,7.8125,1.0,0.000872,1.8719999999999999,0.8737474949899801,0.015384615384615384,0.4658119658119658,0.2578125,"Crème Brûlée, Mixed Grill Wrap",Rainbow Roll (8Pcs),"Crème Brûlée, Mixed Grill Wrap → Rainbow Roll (8Pcs)"
"frozenset({'Rainbow Roll (8Pcs)', 'Bbq Chicken Pizza'})",frozenset({'Margherita Pizza'}),0.0025,0.0515,0.001,0.4,7.766990291262137,1.0,0.0008712500000000001,1.5808333333333333,0.8734335839598997,0.018867924528301886,0.367422245651028,0.20970873786407768,"Rainbow Roll (8Pcs), Bbq Chicken Pizza",Margherita Pizza,"Rainbow Roll (8Pcs), Bbq Chicken Pizza → Margherita Pizza"
"frozenset({'Falafel Wrap', 'Cheese Shawarma'})",frozenset({'Mint Lemonade'}),0.0025,0.0515,0.001,0.4,7.766990291262137,1.0,0.0008712500000000001,1.5808333333333333,0.8734335839598997,0.018867924528301886,0.367422245651028,0.20970873786407768,"Falafel Wrap, Cheese Shawarma",Mint Lemonade,"Falafel Wrap, Cheese Shawarma → Mint Lemonade"
"frozenset({'Dragon Roll (8Pcs)', 'Umm Ali'})",frozenset({'Mint Lemonade'}),0.0025,0.0515,0.001,0.4,7.766990291262137,1.0,0.0008712500000000001,1.5808333333333333,0.8734335839598997,0.018867924528301886,0.367422245651028,0.20970873786407768,"Dragon Roll (8Pcs), Umm Ali",Mint Lemonade,"Dragon Roll (8Pcs), Umm Ali → Mint Lemonade"
"frozenset({'Fattoush Salad', 'Blt Sandwich'})",frozenset({'Margherita Pizza'}),0.0025,0.0515,0.001,0.4,7.766990291262137,1.0,0.0008712500000000001,1.5808333333333333,0.8734335839598997,0.018867924528301886,0.367422245651028,0.20970873786407768,"Fattoush Salad, Blt Sandwich",Margherita Pizza,"Fattoush Salad, Blt Sandwich → Margherita Pizza"
"frozenset({'Bbq Chicken Pizza', 'Spaghetti Bolognese'})",frozenset({'Tuna Melt'}),0.0035,0.037,0.001,0.2857142857142857,7.722007722007722,1.0,0.0008705,1.3481999999999998,0.8735574510787757,0.02531645569620253,0.25827028630766946,0.15637065637065636,"Bbq Chicken Pizza, Spaghetti Bolognese",Tuna Melt,"Bbq Chicken Pizza, Spaghetti Bolognese → Tuna Melt"
"frozenset({'Truffle Burger', 'Iced Latte'})",frozenset({'Club Sandwich'}),0.004,0.0325,0.001,0.25,7.692307692307692,1.0,0.00087,1.29,0.8734939759036146,0.02816901408450704,0.22480620155038758,0.14038461538461539,"Truffle Burger, Iced Latte",Club Sandwich,"Truffle Burger, Iced Latte → Club Sandwich"
"frozenset({'Tiramisu', 'Hawaiian Pizza'})",frozenset({'Blt Sandwich'}),0.0035,0.0375,0.001,0.2857142857142857,7.619047619047619,1.0,0.0008687500000000001,1.3475,0.871801304565981,0.025,0.25788497217068646,0.15619047619047619,"Tiramisu, Hawaiian Pizza",Blt Sandwich,"Tiramisu, Hawaiian Pizza → Blt Sandwich"
"frozenset({'Hawaiian Pizza', 'Waffles & Ice Cream'})",frozenset({'Blt Sandwich'}),0.0035,0.0375,0.001,0.2857142857142857,7.619047619047619,1.0,0.0008687500000000001,1.3475,0.871801304565981,0.025,0.25788497217068646,0.15619047619047619,"Hawaiian Pizza, Waffles & Ice Cream",Blt Sandwich,"Hawaiian Pizza, Waffles & Ice Cream → Blt Sandwich"
"frozenset({'Fettuccine Alfredo', 'Spaghetti Bolognese'})",frozenset({'Veggie Supreme Pizza'}),0.003,0.044,0.001,0.3333333333333333,7.575757575757576,1.0,0.0008680000000000001,1.4339999999999997,0.8706118355065195,0.021739130434782608,0.30264993026499304,0.178030303030303,"Fettuccine Alfredo, Spaghetti Bolognese",Veggie Supreme Pizza,"Fettuccine Alfredo, Spaghetti Bolognese → Veggie Supreme Pizza"
"frozenset({'Watermelon Juice', 'French Onion Soup'})",frozenset({'Veggie Supreme Pizza'}),0.003,0.044,0.001,0.3333333333333333,7.575757575757576,1.0,0.0008680000000000001,1.4339999999999997,0.8706118355065195,0.021739130434782608,0.30264993026499304,0.178030303030303,"Watermelon Juice, French Onion Soup",Veggie Supreme Pizza,"Watermelon Juice, French Onion Soup → Veggie Supreme Pizza"
"frozenset({'Caesar Salad', 'Spaghetti Bolognese'})",frozenset({'Lasagna'}),0.005,0.0265,0.001,0.2,7.547169811320756,1.0,0.0008675,1.216875,0.871859296482412,0.03278688524590164,0.17822290703646637,0.11886792452830189,"Caesar Salad, Spaghetti Bolognese",Lasagna,"Caesar Salad, Spaghetti Bolognese → Lasagna"
"frozenset({'Mango Smoothie', 'Cheese Shawarma'})",frozenset({'French Onion Soup'}),0.0025,0.0535,0.001,0.4,7.476635514018692,1.0,0.00086625,1.5775000000000001,0.8684210526315789,0.01818181818181818,0.3660855784469097,0.20934579439252338,"Mango Smoothie, Cheese Shawarma",French Onion Soup,"Mango Smoothie, Cheese Shawarma → French Onion Soup"
